,rating,title,text,average_rating,rating_number,year,month,day,hour
171,1,USE AT YOUR OWN RISK!!!,"I'm not even sure where to start with this product. When I purchased this, it worked well (enough). The tint would last 2 - 4 days MAX. You get 16 tablets so I would retint my eyebrows on selected days. No problem. I got down to my last 5 tablets and was planning to order my next box set. When using 11th tablet I noticed my left eyebrow started to tingle and burn so I quickly removed the prosuct from both eyebrows. The next morning I woke up and the skin under my eyebrow had a major chemical burn. Over the next few weeks my eyebrow began to peel. My skin would continue to constantly shed or peel. It's been about 9 months. My skin is finally back to feeling normal but they hair is completely gone. SO, my right eyebrow is good but the left one is as smooth as a babies bottom. 😅<br /><br />Use at your own risk!",4.4,8691,2019,10,15,2
172,1,No nose protection,Open your mouth and your nose is no longer covered.  Doesn’t provide the best protection.,3.9,1528,2020,12,9,23
173,1,Beware the bristles fall out,The bristles fall out like crazy so it can potentially ruin your dip powder look.,4.2,31,2020,6,9,12
174,1,I send it back,I send it back wasn't the one I thought it was,4.5,235,2020,8,8,12
175,1,Where is the steam? I tried it twice. No steam,[[VIDEOID:2c022d12bdd375aa67df001837c0eeed]] I tried it twice. No steam. When I put the water in the little tank it emptied so fast it was ridiculous. Then I can clearly hear the machine boiling the water but no steam was coming out. I'm so disappointed. I tried the mini steamer that came with and that was just ok. Nothing to get excited about.,4.1,66,2021,9,19,23
176,1,Looks nothing like the picture,The fit was off nothing attractive  about  this wig.,2.7,19,2021,8,16,18
177,1,think they are a hoax,think they are a hoax,4.2,188,2020,4,5,5
178,1,Don’t waste your money,The hair is very think at the ends giving it 4 inches of a shaggy look waste of money,3.3,34,2020,10,8,5
179,1,trash,Trash trash trash trash. Read the one star reviews and not the paid 5 stars bogus. I bought this it does not even turn on. I swear to God I'm not kidding.,2.9,87,2015,4,16,13
180,1,Bad,Bad,4.0,111,2019,12,12,3
181,1,wrong color again,I ordered a light brown and got a strawberry blond .this is the 2nd wig in the last 30 days I got that was the wrong color .and it sheds very much.,3.0,8,2022,8,6,14
182,1,Magnetic lashes,The magnetic liner didn't work and the lashes didn't stay on at all. I couldn't even wear them ☹,3.6,59,2021,2,7,4
183,1,Don't bother with this piece of junk,I started out liking this razor even though it did leave me with razor burn I was not accustomed to with other electric razors. However one I replaced the heads it was never the same since. The heads never stay in after you pull them out the first time (as instructed by the mfg. instructions) to replace them. I can't get through a shave anymore where the heads don't just pop off the razor. It is extremely frustrating and I will never waste my money on another Norelco product. If I could have given this a 0 stars I would have.,4.2,249,2012,9,16,12
184,1,Can't get it open to use the pump.. ...,Can't get it open to use the pump..  Can't you make these pumps user-friendly.  These are not cheap.  Shame on you guys for selling a piece of junk.,4.5,193,2017,10,26,0
185,1,Don’t waste your money.,Not as described. Just like reg polish but really thick. It’s like using glue or white out. Does not harden.,3.9,72,2019,12,27,3
186,1,Sent the wrong Lipstick,"This picture clearly shows the color of the lipstick along with the name of the color which ""propose"", a brown color and the number ""912"". I have an old tube of this lipstick so I know what it looks like.<br />They sent me bright pink ""magenta 912"".",3.5,2,2013,12,26,22
187,1,Awful,AWFUL! Dried my hair out even worse!,4.4,2984,2020,7,5,7
188,1,Muy decepciona,No me gusta me acaba de llegar y es por hebras no 7 capa es orrible aver si me devuelven mi dinero no me gusto para nada,3.1,8,2020,6,28,22
189,1,Terrible brush for me,The bristles were so hard I couldn't even use it. I had to return it asap.,4.5,412,2015,7,28,17
190,1,Don’t But These,This product looks great on but it only stays on maybe two/three hours. It NEVER last 24hr I would not recommend this to ANYONE...,3.9,121,2020,10,12,23
191,1,Bait and Switch Alert!!!,"Bait and Swich alert!!!! Ordered this for the wife at HER request... it arrived quickly (Prime) but she was super disappointed With the poor quality of the brushes.  First off, 24 of them arrived in a cheap little pink roll smelling like spray paint and they weren't even the same color as the ones depicted on here, apparently.  Also, no instructions or &#34;Thanks for buying this!&#34; paperwork included.  Just a pink roll of cheap makeup brushes (see photo).<br /><br />Do yourself and your woman (or man) a favor, the whole &#34;you get what you pay for&#34; saying really holds true with this makeup brush crap, apparently - buy a nice set once and just bite the bullet on price.  These cheapo made brushes would be ideal for a Kindergarten class to paint with once or twice, and at $12.00 that's a good deal for 22 or 24 brushes!<br /><br />You've been warned!",4.0,332,2017,7,30,17
192,1,Doesn’t Keep Form,I bought this because I’m a flight attendant and wanted to put all of my toiletries together. It doesn’t keep a good form and everything falls out. I’m mad I missed the return window.,4.6,165,2020,7,20,18
193,1,So hard it hurts your head!,"I thought being bored espresso the brush would be soft and thorough. This brush is so stiff and hard, it makes plastic and metal look like butter!",1.6,2,2019,8,13,22
194,1,Is horrible wig..,This is not a good buy.  The pictures they are showing is of a different wig.. The color of the wig is Brown with a lot of Gray Orange strands of hair.  Not even close to a natural black...It is not a true V wig..  You would have to leave out hair.  Everything they said about this week is a lie other than it being a soft wig... I would not recommend this wig. No stars,3.5,218,2022,3,27,12
195,1,All packs were open and went through and repacked,All packs were opened and picked through then repacked,3.8,24,2021,11,25,3
196,1,Mini tamaño de viaje recargable,Devolví el producto porque no me gustó,4.1,26,2019,6,20,10
197,1,One Star,It cold only a few minutes.,3.4,83,2015,6,27,1
198,1,Ouch,"I used the product as directed.  Not only did I still have hair on my legs, I had something akin to razor burn on my legs for days!",2.5,83,2022,7,26,18
199,1,one time use product,"as they say- you get what you paid for. These cuticle cutters are only good  the very first time you use them. After one use they became dull, stop working and leave annoying cuticle snags .",4.4,1080,2021,7,28,22
200,1,This product goes on like sandpaper!,"I suspect this is a knock off I got since there are both glowing reviews and terrible reviews.  Holding the stick against the arm pit does NOT work!  Even when I persisted, it also sloughs over when I press the product into the armpit (ugh) and gets caught under the cap so it oozes out.  Going into the trash can and will not buy again.",3.9,118,2021,9,13,16
201,1,Where's My Refund?,"I'm not satisfied with the cream. Every morning during the first week I used it, I got extremely frustrated. It doesn't work well under makeup. It's kind of hard to explain. I don't know if it's because the cream is somewhat sticky. When I apply concealer over the cream, it just won't stick. The concealer starts to clump and doesn't stay. I don't have this issue with other creams.<br /><br />I'm disappointed with my purchase, and I wish I hadn't spent almost $20 on it. I wanted to like it, but it's not a cream I can use every morning before putting on makeup.<br /><br />In the email Stacy sent me after my purchase she writes, &#34;If for any reason you have any issues whatsoever with your Anti-wrinkle Face and Eye Cream, please make sure to contact me. Your satisfaction is my #1 priority! Even if that means sending you another one or giving you a refund, I’m happy to do it.&#34;<br /><br />I replied to Stacy three weeks ago, and I haven't heard back. Where's my refund??",3.8,127,2017,4,21,2
202,1,Flakes off in one to two days!,"Created  strange white spots on my nails, discontinued use!",4.5,1741,2021,10,17,19
203,1,Not the product that is advertised,"Did not receive what was advertised. These are 17 64ct soft packs, not refills.",4.6,746,2020,10,19,22
204,1,Doesn’t clean your brushes,This did not clean my brushes at all,3.7,178,2020,2,19,15
205,1,This smells terrible,"This smells nothing at all like sugar, and its been used as direct and on a burner. It smells more like an air freshener inside a gas station bathroom. DO NOT BUY THIS!",4.2,176,2021,10,20,13
206,1,Loose caps!!,The caps to secure the brushes inside the container will not stay on. One reviewer had mentioned it but I took a chance. Now I wish I hadn't.,3.7,8,2021,1,20,15
207,1,Is that used?,Looks used and doesn't work. I'm going to threw it to the trash can. I doubted about other reviews and how these five stars come from? Not recommended.,3.1,100,2019,9,1,18
208,1,"Absolute garbage,  don't waste your money","Absolute garbage,  don't waste your money",2.5,569,2021,8,7,0
209,1,Do NOT BUY!!!,This hair is TRASHHHHH!!!!! The hair was so nappy fresh out the pack and the closure was a different color and texture!!!Waste of money wish I could get a refund<br />The seller knew damn well that was not right,2.3,23,2020,4,17,1
210,1,It was flaky and if you sweat it would peel right off.,It was too flaky,3.6,19,2022,4,11,22
211,1,Ripped,Ripped at the seam on the first wear,4.4,60,2021,11,20,6
212,1,One Star,Not as advertised,3.9,26,2017,11,6,23
213,1,Only came with 2 not 3,Wish I got all 3 headbands …,1.0,1,2022,7,2,5
214,1,Nope,Dried up and not worth the money. Major disappointment,4.1,87,2020,1,24,3
215,1,Fake not mink lashes do not buy,Poor quality very hard and  i couldn’t wear them because they were so hard,4.0,148,2018,6,4,17
216,1,Not working after 6 months,Horrible not working after 6 months,4.0,174,2020,1,8,22
217,1,Never sticks for longer period,It never sticks to my forehead no matter how I tried. I cleaned my face and made sure I didn’t have any lotion or oil residue; then tried to make it stay stuck on my forehead. I always wake up this facial stripe moved elsewhere instead.,3.3,110,2021,7,1,13
218,1,Glue?,Didn't say I needed glue 🙄😒! So I ordered glue separate.  So I had to spend more money and wait to use this product...inconvenient I needed these to help my toe at work today,2.5,125,2021,12,19,13
219,1,First one great/second one used&broken,My first one was great. I ordered another. Second one came used and broken. Package was wrapped in tape. Contents not settled in box. Tool does not work. Very disappointed,4.3,771,2020,1,12,19
