rating,review
5,"This takes care of my frizzy hair in the cold .
My hair got wild. I know there expensive stuff but is one is good and saves your hair"
3,"Good
I like staleks scissors,  but this pair is a bit too thick."
3,"Somewhat functional curlers.
The curlers are just okay.  They are very stiff not pliable at all."
5,"oral B is to expensive
see above."
1,"No Go
If I could give one star -- that would be a more accurate rating =this stuff smells like the cleaner used in most Mexican hotels..........."
5,"Awesome
Awesome"
3,"Ok
Work ok, flimsy feeling, terrible on thick hair customers"
3,"Doable for the price
Its doable for the price.  It gets tangled very easily. Great as a in between style."
4,"Lovely but...
Very nice product and lovely light scent but VERY DIFFICULT to open and much was wasted on my clothing getting it opened. I would suggest a different type of opening for a smaller amount of product delivery for an otherwise nice item."
2,"Looks like it would be just what I needed but the ...
Looks like it would be just what I needed but the main compartment zipper only closed a third of the way and I had to use a plastic bag for a recent trip. I sent it back for a refund. I may try another hoping this one was just a bad one."
4,"Great Dupe!
Great Nars cosemetics dupe. I will say it can go on a bit thick, but it may just be the brush I use. Like a lot."
5,"Five Stars
Fit perfect!"
2,"It was good at first
It was good at first, 1 month after purchase 1 of the 7 suction cups came detached and now the pillow makes a weird noise underwater (not relaxing) and doesn't stay in place. return window is closed so i will try to fix but i'm disappointed in the lack of quality."
1,"No good
With this product let’s just say you get what you pay for... not worth it really I would say spend money on a product that actually works"
2,"A wonderful letdown...
After reading all the reviews, I had high hopes for these... I went on a 10-day hunting trip out in the boonies in Michigan's U.P. Stayed at a cabin with no electricity or running water, so I figured these would be a good replacement for a shower.<br /><br />They are very moist, was pleasantly surprised by that, but they failed to get rid of the stink. I typically use a natural tea-tree oil-based shower gel which is great for B.O. removal and since these were one of the few choices that contained TTO, I purchased them. Unfortunately, the TTO wasn't strong enough. Don't get me wrong, I did feel clean after using them! They have a pleasant smell and didn't leave me feeling greasy or sticky, but being a mildly-OCD woman who likes to be funk-free, these were a disappointment.<br /><br />I won't waste them, I'll probably give them to my sister-in-law to use for her babies, but I don't think I'd purchase them again..."
3,"It does the job
They do what they'er supposed to do, but they're extremely small I wear nails myself and I can barely manage, thought I could guess not and I question if I would be able to still be able to manage without nails either and I have small hands  so I definitely thought that wouldn't be an issue."
2,"Cracked and crumbled
While the powder itself is good, the whole thing cracked and crumbled. Because of this, only had the powder for two weeks!"
2,"Nice Wig
The fit of the wig did not fit right for me."
1,"To actually wear it
Cheap and does not tighten on occipital bone area"
1,"Used and half empty! 😡
I am so dissatisfied, I was so excited to try this.  I just opened my packaging... and I got a used half empty bottle!!  There are definite signs of visible wear, no seal and smudges of foundation on the cap and bottle.  Absolutely not what I was expecting at all.  I am sad and mad."
4,"It compact and handy instead of the bigger ones that you leave on the sink
I already charged and used it about 9 times it works great. It has good force It could be more but sufficient enough."
4,"Seems to work well...
Seems to work well. Used on my daughters curly hair and my straight damaged hair. Seems to have moisturized well. Formula is think which I like. Don't know how many uses I will get out of this package but we have already used it 3 times. You don't need much product so that is is."
3,"Terrible packaging
Ordered the three pack. One came perfectly fine. 2 bottles had the lids opened a bit and all the product came out onto the bag."
3,"Has a really strong scent.
This stuff works good and feels good but the smell is just too much"
3,"Three Stars
Ordered orange stone but got red :("
3,"Three Stars
Powder"
5,"I love it
my childhood in a bottle"
2,"Buy more packs...
While the hair quality is very good, there are only 20 grams of hair in each pack and that isn’t nearly enough for a full or even half head. With my thickness I usually get 220-270 grams of hair so that would mean I’d have to buy 30+ orders of this which is not worth it whatsoever.."
